Address,PropertyType,Beds,Baths,Sqft,YearBuilt,WalkScore,TransitScore,ParkingPrice,ParkingType,Cooling,Laundry,Description,Price
1411 Grandview Ave Pittsburgh PA 15211,0.0,1.0,1.0,765.0,1965.0,56.0,67.0,30.0,2.0,1.0,2.0,"Our residents love to come home to luxurious amenities and the desirable views that only an ideal location on Grandview Avenue can boast. Experience the difference of Grandview Pointe, where the only thing we overlook is the city! 2019 Apartment Excellence Award Winner, 24 HR Fitness Center, Award Winning In-House Restaurant - Monterey Bay Fish Grotto, Beautiful Skyline & City Views, Breathtaking Views of Pittsburgh, Ceramic Tile Flooring in Bathrooms*, Convenient to Downtown Pittsburgh and Major Highways, Exceptional 1 & 2 Bedroom Floor Plans, Fabulous 1 & 2 Bedroom Apartments, Formal Dining Area, Fully Equipped Kitchens, Granite Countertops*, Heated Pool, Individual Climate Control, Indoor Parking Lot, In-Unit Washer/Dryer*, Large Bathroom with Dressing Area*, Laundry Care Center On Each Floor, Luxurious Walk-In Showers*, Modern Two-Tone Paint Scheme*, New Cabinets*, Newly Remodeled Apartments Available, Newly Renovated Lobby and Hallways, Other, Plenty of Closet Space, Plush Carpet, Private Balcony, Social Room, Social Room For Entertaining, Storage Area, Sundeck, Upscale Lighting*, Visual Intercom Entry System, Washer and Dryer in Select Units",1549.0
512 Shady Ave Pittsburgh PA 15206,0.0,2.0,1.0,900.0,1950.0,83.0,67.0,0.0,1.0,1.0,0.0,"2 Bedroom 1 Bathroom Apartment With All Utilities Included

This apartment is on the third floor of a Victorian Style apartment building with elevator access. This apartment features wall-to-wall carpet, central a/c, and a kitchen with a refrigerator, oven and stove, dishwasher, and built-in microwave. 

$1,580/month rent; $1,620 security deposit required

ALL Utilities Included

Available: July 1, 2021

Ample storage and laundry facilities available in building

Cat friendly (contact Franklin West Inc. for pet rules and fees)

Off-street parking available for an additional monthly fee

For a full list of our availability see (franklinwest.com)

This property is professionally managed by Franklin West Inc. Please submit the form on this page to learn more.Read less",1580.0
121 Highland Ave Pittsburgh PA 15206,0.0,0.0,1.0,535.0,2013.0,95.0,69.0,50.0,2.0,1.0,2.0,"Walnut on Highland is an urban housing and retail development complex in the heart of Pittsburghs revitalized East End neighborhood. Enjoy luxury suites in walking distance to local restaurants, and shops in Pittsburghs trendy East End. Residencies are one and two bedrooms - many with fantastic views. Advanced Key Card Access, Beautifully appointed bathrooms with curved shower rods, granite vanity, a, Bike Racks, Cable/Internet Ready, Complimentary Shuttle, Complimentary Starbucks Coffee, Courtesy Patrol, Dryer, Efficient Appliances, Electronic Thermostat, Energy Efficient Appliances, Gourmet kitchens with granite countertops and kitchen islands, Grilling Stations, Hardwood Floors, High Ceilings, Historic Building, Historic Renovation of a Daniel Burnham Designed building originally built, Housekeeping, Individual Climate Control, Large Closets, Media Room, Online Service and Rent Payments, OnSiteManagement, Patios and Balconies, Peloton Bike, Pet Relief Area, Recreation and Game Rooms, Recycling, Resident Social Events, Select residences include washer/dryer connections, 11 foot ceiling, and m, Short Term Leases Available, Study Nooks, View, Walkable Neighborhood, Walnut Perks Discounts",1473.0
1655 5th Ave Pittsburgh PA 15219,0.0,2.0,2.0,1016.0,2016.0,83.0,82.0,0.0,1.0,1.0,2.0,"The FLATS on FIFTH is a new 74 unit luxury community located in the Uptown neighborhood of Pittsburgh and just a short walk to PPG Paints Arena, Duquesne University, UPMC Mercy Hospital and the bustling business district of Downtown Pittsburgh. Amenities include a front desk attendant, lounge, conference/ business center, pet washing facility, gym,package room, bicycle storage & repair station, flat screen TV's & free WiFi in common areas, & garage parking (for a fee). The units include sliding barn doors,washers & dryers, wood grain luxury vinyl flooring, fully equipped kitchens with granite counter tops, electric stoves, disposals, dishwashers, microwaves & refrigerators, large closets and bathrooms, sliding glass doors and or balconies, and electric heat & central air. The FLATS on FIFTH welcomes Pets and offers long & short term leases, furnished and non-furnished units and ADA compatible units. Conveniently located near the hottest restaurants in the city, the sports arenas, concert & art centers, water ways, biking, running & walking trails, public transportation, several universities, hospitals, and interstates 376 & 279.",1676.0
5836 Alderson St Pittsburgh PA 15217,0.0,1.0,1.0,975.0,1950.0,89.0,51.0,0.0,0.0,1.0,0.0,"Newly renovated apartment with beautiful finishes and amenities! 

*video tour available*

1 year leaseRead less",1550.0
5322 Natrona Way Pittsburgh PA 15201,1.0,2.0,1.5,800.0,1900.0,86.0,52.0,0.0,0.0,0.0,0.0,"Remodeled last year with many upgrades . New bath , kitchen paint , carpeting , and all appliances. Side parking lot next to building with lighting. Washer /Dryer in basement . Multi- Pane windows , window treatments . Pet fee $50.00 per month. Minimum credit score 700, credit application required .NO SMOKINGRead less",1195.0
1075 Steuben St Pittsburgh PA 15220,0.0,4.0,2.0,1900.0,1950.0,47.0,44.0,0.0,1.0,1.0,0.0,"Find this wonderful second level 4BR/2BA situated right between Crafton Heights and Westwood! Great location with the unit being on bus line & quick commute into downtown! The kitchen has hardwood floors, plenty of counter/cabinet space and a microwave! Utility room comes with washer & dryer hook ups! Landlord covers water & sewage utilities.



Property Highlights:

- Living room & dining room

- Shared backyard

- Decorative fireplace

- Second level porch

- Great natural light

- Case by case for small dogs & cats with associated pets



Available SOON!

Got a Question? Want a Tour? Need to Apply? Visit IKOS.RENT to create a renter profile and get started today!Read less",1350.0
3608-3610 Dawson St Pittsburgh PA 15213,0.0,2.0,1.0,900.0,1950.0,90.0,67.0,0.0,0.0,0.0,2.0,"Huge Two Bedroom Apartment on Dawson Street - Tenants Pay Electric Only! Call NOW! - 2 Bedrooms / 1 BathroomMonthly Rent: $995.00 + Electric*Gas, Heat, Water, Sewage & Trash Removal IncludedFeatures:- Large Eat-In Kitchen equipped with Stove, Fridge & Microwave!- Ample Cabinet and Counter Space in Kitchen- Extremely Spacious Bedrooms with Laminate Floors throughout- Lots of Closet Space- Great Natural Light throughout the unit- Locked Front EntryLocation:- Prime Oakland Location - Close to the Corner of Dawson & Atwood Street- Close to University of Pittsburgh, Carnegie Mellon University & Carlow University - Food and Drink on Forbes & Fifth Avenue are only a short walk away!Call Today to Schedule an Appointment!Contact: John C.R. Kelly Realty, Inc.No Pets Allowed(RLNE6378933)",975.0
434 5th Ave Pittsburgh PA 15219,0.0,1.0,1.0,714.0,2020.0,99.0,100.0,185.0,1.0,1.0,1.0,"
About KAUFMANNS GRAND ON FIFTH
Kaufmann's Grand on Fifth offers the most stylish and historic living in the heart of downtown Pittsburgh. Located in the iconic Kaufmann building, Kaufmann's Grand on Fifth mixes the beauties of the past with the luxuries of today. Studio, one and two-bedroom apartments are beautifully appointed with contemporary finishes and features including over-sized windows, open kitchens and stainless steel appliances. Amongst the sought-after central locale, this re-development under the clock offers convenient access to entertainment and nightlife all throughout the ""Golden Triangle"" in Pittsburgh.



Unique Features



24/7 Security on site


Coffee In Lobby


Conference Rooms


Fitness Center


Gas Range


Jacuizz Tub, Turkish Marble Flooring









Community Amenities





Fitness Center





Elevator





Doorman





Concierge
 






Package Service


Controlled Access


Maintenance on site


Property Manager on Site


Doorman


Concierge


24 Hour Availability


On-Site Retail


Recycling


Planned Social Activities


Public Transportation


Key Fob Entry


Elevator


Disposal Chutes


Conference Room


Fitness Center






Apartment Features





Washer/Dryer - In Unit





Air Conditioning





Dishwasher





Wheelchair Accessible (Rooms)





High Speed Internet Access





Hardwood Floors





Walk-In Closets





Island Kitchen
 


Highlights



High Speed Internet Access


Wi-Fi


Washer/Dryer - In Unit


Air Conditioning


Heating


Ceiling Fans


Smoke Free


Cable Ready


Double Vanities


Tub/Shower


Surround Sound


Intercom


Sprinkler System


Wheelchair Accessible (Rooms)





Kitchen Features & Appliances



Dishwasher


Disposal


Ice Maker


Granite Countertops


Stainless Steel Appliances


Pantry


Island Kitchen


Eat-in Kitchen


Kitchen


Microwave


Oven


Range


Refrigerator


Freezer


Breakfast Nook


Instant Hot Water





Floor Plan Details



Hardwood Floors


Carpet


Tile Floors


Dining Room


Crown Molding


Vaulted Ceiling


Bay Window


Views


Walk-In Closets


Linen Closet


Window Coverings


Large Bedrooms


Grill






",1567.0
151 Robinson St Pittsburgh PA 15213,0.0,1.0,1.0,900.0,1950.0,92.0,70.0,0.0,0.0,1.0,0.0,"SHORT TERM - Available for 2 month lease June 1st - July 31st 2021 only.
This third floor, one bedroom unit is conveniently located a block from the University of Pittsburgh, Carlow University, hospitals, and everything Oakland has to offer! Recently renovated apartment with hardwood floors, plenty of closet space, and sliding glass doors in the living room for fresh air and natural light. The ceramic kitchen has dishwasher, built in microwave, glass top stove, garbage disposal, and oak cabinets. The building offers basement storage, laundry facilities, and one off street parking spot is included in the rent. We provide a window AC and tenants pay electric only. If the pet is friendly, we are pet friendly. 
This is a recently renovated 26 unit building, conveniently located 1 1/2 blocks away from the University of Pittsburgh, Carlow University, hospitals, and everything Oakland has to offer! 
Each unit has an assigned off street parking space included in the rent. There is coin operated laundry and extra storage in the basement. 
There are bike racks inside the building on each floor. 
Landlord pays water, sewage, and trash disposal. Tenant pays electric. There's electric baseboard heat and we provide a window AC unit upon request. 
All of our properties are pet friendly for friendly pets with a two pet maximum. We require proof of vaccinations and licenses, but we do not charge additional rent or fees for pets. 

Most of the leases in this building go from August 1st - July 31st of each year, but we sometimes have tenants who would like to vacate earlier. Send us a message through our website including when you are hoping to start a new lease.Read less",995.0
5401 Broad St Pittsburgh PA 15206,0.0,2.0,1.0,900.0,1950.0,85.0,62.0,0.0,1.0,1.0,0.0,"2 BED 1 BATH Apartment close to Penn Ave (East Liberty). --it is a corner lot
It has AC also
Rent: $950, Tenant pays Gas+Electric, Owner pays water
Security: $1200
small Pets Ok, $35 added rent for each pet, Pet security is $300
1 year lease requested
Available: July 1st 2021

Tenant pays gas and electric. Owner pays Water

This is completely renovated 2BR 1Bath unit (Corner Plot) with all new materials: new floor, stainless steel appliances, washer/dryer hook ups, new kitchen, bathroom, paint all are new. 

Spacious living and dining area.

12 months lease requested. 
Tenant pays all electric and gas.Read less",950.0
